PRIORITY,GENRE_NAME,USER_ID_NEW
5,fork & blues,O9x1JpyK
1,POP,dwtiMa5Y
2,world music,dwtiMa5Y
3,electronic,dwtiMa5Y
4,fork & blues,dwtiMa5Y
5,rap & hiphop,dwtiMa5Y
1,POP,eTG8M7UC
2,world music,eTG8M7UC
3,rap & hiphop,eTG8M7UC
4,electronic,eTG8M7UC
5,fork & blues,eTG8M7UC
1,POP,cQAh1gMH
2,world music,cQAh1gMH
3,rap & hiphop,cQAh1gMH
4,electronic,cQAh1gMH
5,fork & blues,cQAh1gMH
1,POP,szvlvGvV
2,world music,szvlvGvV
3,rap & hiphop,szvlvGvV
4,electronic,szvlvGvV
5,fork & blues,szvlvGvV
1,POP,02yWx3i4
2,world music,02yWx3i4
3,rap & hiphop,02yWx3i4
4,electronic,02yWx3i4
5,fork & blues,02yWx3i4
1,POP,9xkD0ZBQ
2,world music,9xkD0ZBQ
3,rap & hiphop,9xkD0ZBQ
4,electronic,9xkD0ZBQ
5,fork & blues,9xkD0ZBQ
1,R&B/Soul,ziDxMnbR
2,rap & hiphop,ziDxMnbR
3,electronic,ziDxMnbR
1,POP,mnxkkIQI
2,world music,mnxkkIQI
3,rap & hiphop,mnxkkIQI
4,electronic,mnxkkIQI
5,fork & blues,mnxkkIQI
1,POP,OoUYpQhJ
2,world music,OoUYpQhJ
3,rap & hiphop,OoUYpQhJ
4,electronic,OoUYpQhJ
5,fork & blues,OoUYpQhJ
1,POP,1EanlQ16
2,world music,1EanlQ16
3,rap & hiphop,1EanlQ16
4,electronic,1EanlQ16
5,fork & blues,1EanlQ16
1,POP,Nw2ciVi4
2,world music,Nw2ciVi4
3,electronic,Nw2ciVi4
4,fork & blues,Nw2ciVi4
1,POP,SToat6r8
2,world music,SToat6r8
3,electronic,SToat6r8
4,fork & blues,SToat6r8
1,rap & hiphop,HIbt7Orv
2,electronic,HIbt7Orv
1,POP,aGgfSP2k
2,world music,aGgfSP2k
3,rap & hiphop,aGgfSP2k
4,electronic,aGgfSP2k
5,fork & blues,aGgfSP2k
1,indie,R6jcIxas
2,Ballade,R6jcIxas
3,R&B/Soul,R6jcIxas
4,fork & blues,R6jcIxas
5,rock & metal,R6jcIxas
1,R&B/Soul,69MbuHkJ
2,rap & hiphop,69MbuHkJ
3,electronic,69MbuHkJ
1,POP,l3xOXZJf
2,world music,l3xOXZJf
3,rap & hiphop,l3xOXZJf
4,electronic,l3xOXZJf
5,fork & blues,l3xOXZJf
1,POP,QsdZXbWd
2,world music,QsdZXbWd
3,rap & hiphop,QsdZXbWd
4,electronic,QsdZXbWd
5,fork & blues,QsdZXbWd
1,POP,8hWY4uNK
2,world music,8hWY4uNK
3,electronic,8hWY4uNK
4,fork & blues,8hWY4uNK
5,rap & hiphop,8hWY4uNK
1,POP,9sLuh2Wp
2,world music,9sLuh2Wp
3,rap & hiphop,9sLuh2Wp
4,electronic,9sLuh2Wp
5,fork & blues,9sLuh2Wp
1,rap & hiphop,hI91tXlI
2,dance,hI91tXlI
3,rock & metal,hI91tXlI
4,Ballade,hI91tXlI
5,J-POP,hI91tXlI
1,POP,vx0l3CwO
2,world music,vx0l3CwO
3,rap & hiphop,vx0l3CwO
4,electronic,vx0l3CwO
5,fork & blues,vx0l3CwO
1,POP,usj9OIvd
2,world music,usj9OIvd
3,rap & hiphop,usj9OIvd
4,electronic,usj9OIvd
5,fork & blues,usj9OIvd
1,POP,vujiIPS9
2,world music,vujiIPS9
3,rap & hiphop,vujiIPS9
4,electronic,vujiIPS9
5,fork & blues,vujiIPS9
1,POP,iM9Ie22Y
2,world music,iM9Ie22Y
3,rap & hiphop,iM9Ie22Y
4,electronic,iM9Ie22Y
5,fork & blues,iM9Ie22Y
1,POP,hq3o8yAx
2,world music,hq3o8yAx
3,rap & hiphop,hq3o8yAx
4,electronic,hq3o8yAx
5,fork & blues,hq3o8yAx
1,POP,AjGgfpkT
2,world music,AjGgfpkT
3,rap & hiphop,AjGgfpkT
4,electronic,AjGgfpkT
5,fork & blues,AjGgfpkT
1,POP,L7uzNeFa
2,world music,L7uzNeFa
3,rap & hiphop,L7uzNeFa
4,electronic,L7uzNeFa
5,fork & blues,L7uzNeFa
1,POP,FXv09J7w
2,world music,FXv09J7w
3,rap & hiphop,FXv09J7w
4,electronic,FXv09J7w
5,fork & blues,FXv09J7w
1,POP,506PHpFX
2,world music,506PHpFX
3,rap & hiphop,506PHpFX
4,electronic,506PHpFX
5,fork & blues,506PHpFX
1,POP,nI6OupX2
2,world music,nI6OupX2
3,electronic,nI6OupX2
4,fork & blues,nI6OupX2
1,rap & hiphop,SeHxJ4zl
2,dance,SeHxJ4zl
3,J-POP,SeHxJ4zl
4,Ballade,SeHxJ4zl
5,R&B/Soul,SeHxJ4zl
1,POP,wSi2PELW
2,world music,wSi2PELW
3,rap & hiphop,wSi2PELW
4,electronic,wSi2PELW
5,fork & blues,wSi2PELW
1,Ballade,b5HR6w9a
2,rock & metal,b5HR6w9a
3,rap & hiphop,b5HR6w9a
4,R&B/Soul,b5HR6w9a
5,OST,b5HR6w9a
1,Ballade,D7FqTfp4
2,R&B/Soul,D7FqTfp4
3,dance,D7FqTfp4
4,OST,D7FqTfp4
5,rock & metal,D7FqTfp4
1,indie,X1F2aqXh
2,fork & blues,X1F2aqXh
3,rock & metal,X1F2aqXh
4,Ballade,X1F2aqXh
5,dance,X1F2aqXh
1,rap & hiphop,D4jsteSQ
2,dance,D4jsteSQ
3,J-POP,D4jsteSQ
4,Ballade,D4jsteSQ
5,R&B/Soul,D4jsteSQ
1,dance,npUQX1Bx
2,rock & metal,npUQX1Bx
3,J-POP,npUQX1Bx
4,rap & hiphop,npUQX1Bx
5,Ballade,npUQX1Bx
1,R&B/Soul,3WHE9aAk
2,POP,3WHE9aAk
3,world music,3WHE9aAk
4,electronic,3WHE9aAk
5,OST,3WHE9aAk
1,POP,EcOwLxpl
2,world music,EcOwLxpl
3,rap & hiphop,EcOwLxpl
4,electronic,EcOwLxpl
5,fork & blues,EcOwLxpl
1,POP,G8jsxifx
2,world music,G8jsxifx
3,rap & hiphop,G8jsxifx
4,electronic,G8jsxifx
5,fork & blues,G8jsxifx
1,POP,zg2g5Vzw
2,world music,zg2g5Vzw
3,rap & hiphop,zg2g5Vzw
4,electronic,zg2g5Vzw
5,fork & blues,zg2g5Vzw
1,POP,uQaQTfG5
2,world music,uQaQTfG5
3,rap & hiphop,uQaQTfG5
4,electronic,uQaQTfG5
5,fork & blues,uQaQTfG5
1,POP,pHd9fQW5
2,world music,pHd9fQW5
3,rap & hiphop,pHd9fQW5
4,electronic,pHd9fQW5
5,fork & blues,pHd9fQW5
1,POP,Eq55S3vq
2,world music,Eq55S3vq
3,rap & hiphop,Eq55S3vq
4,electronic,Eq55S3vq
5,fork & blues,Eq55S3vq
1,POP,DQAsbS8l
2,world music,DQAsbS8l
3,rap & hiphop,DQAsbS8l
4,electronic,DQAsbS8l
5,fork & blues,DQAsbS8l
1,POP,2CneEW0m
2,world music,2CneEW0m
3,rap & hiphop,2CneEW0m
4,electronic,2CneEW0m
5,fork & blues,2CneEW0m
1,POP,7mrTTuOE
2,world music,7mrTTuOE
3,rap & hiphop,7mrTTuOE
4,electronic,7mrTTuOE
5,fork & blues,7mrTTuOE
1,rap & hiphop,6M5O6GcP
2,POP,6M5O6GcP
3,world music,6M5O6GcP
4,R&B/Soul,6M5O6GcP
5,electronic,6M5O6GcP
1,POP,MkcFSijs
2,world music,MkcFSijs
3,R&B/Soul,MkcFSijs
4,electronic,MkcFSijs
5,fork & blues,MkcFSijs
1,rap & hiphop,KEVeCJnS
2,dance,KEVeCJnS
3,J-POP,KEVeCJnS
4,R&B/Soul,KEVeCJnS
5,Ballade,KEVeCJnS
1,Ballade,0dYFDyuU
2,fork & blues,0dYFDyuU
3,rock & metal,0dYFDyuU
4,indie,0dYFDyuU
5,dance,0dYFDyuU
1,dance,sCBqbLuk
2,rock & metal,sCBqbLuk
3,J-POP,sCBqbLuk
4,Ballade,sCBqbLuk
5,OST,sCBqbLuk
1,rock & metal,sd8eLJyw
2,dance,sd8eLJyw
3,J-POP,sd8eLJyw
4,indie,sd8eLJyw
5,rap & hiphop,sd8eLJyw
1,rock & metal,b66PHLwq
2,dance,b66PHLwq
3,J-POP,b66PHLwq
4,indie,b66PHLwq
5,rap & hiphop,b66PHLwq
1,R&B/Soul,NlVClb7M
2,POP,NlVClb7M
3,Ballade,NlVClb7M
4,dance,NlVClb7M
5,OST,NlVClb7M
1,R&B/Soul,m7po5mQx
2,POP,m7po5mQx
3,dance,m7po5mQx
4,Ballade,m7po5mQx
5,OST,m7po5mQx
